g1	g2	g3	g4	g5	g6	g7	spam
0.0007861698113207548	0.0013889	0.007374690265486725	0.0	0.0016203833333333334	0.0053763870967741935	0.00023946551724137932	1.0
0.0003824716981132075	0.00033784999999999995	0.0010165398230088493	0.0007507777777777777	0.0003941583333333333	0.0006539032258064515	0.00017474999999999997	1.0
0.00032909433962264147	0.0	0.0013120088495575221	0.0001615	0.000266475	0.0011468387096774193	0.0002506034482758621	1.0
0.00041620754716981134	0.0007353	0.003774106194690266	0.0	0.0007353	0.003115709677419355	0.0003803275862068966	1.0
0.00030763207547169813	0.0	0.00317429203539823	0.0	0.0004529	0.0021908064516129033	0.00018741379310344827	1.0
0.0005421698113207547	0.0005747	0.0016783274336283187	0.0	0.0013409916666666667	0.0011123225806451613	0.0008917758620689656	1.0
0.0005099622641509433	0.0006756999999999999	0.0020330707964601766	0.0	0.0004504666666666666	0.0015294838709677418	0.00011649999999999999	1.0
6.0660377358490564e-05	0.00016075	0.0004267699115044248	0.0	8.0375e-05	0.0003226451612903226	2.771551724137931e-05	1.0
0.0007256886792452831	0.0	0.009700469026548674	0.0	0.00240385	0.007676483870967743	0.00016578448275862071	1.0
0.0017152735849056604	0.0	0.004424787610619469	0.0008417777777777778	0.001262625	0.003433483870967742	0.0005224655172413793	1.0
0.00028764150943396224	0.0003049	0.0014570353982300884	0.0	0.0002540833333333333	0.0007244516129032258	0.0002628362068965517	1.0
0.0006146415094339623	0.0	0.008465123893805309	0.00010966666666666667	0.0011681416666666667	0.008442548387096776	0.00022975	1.0
0.000265	0.0002809	0.0009943362831858406	0.0003121111111111111	0.00014045	0.0006146451612903226	0.00014529310344827586	1.0
0.000320245283018868	0.0	0.0006555044247787611	0.00017144444444444444	0.0002314666666666667	0.00043470967741935485	0.00037248275862068964	1.0
0.00020507547169811314	0.0014492499999999998	0.0005771504424778761	0.0	6.0383333333333315e-05	0.00014067741935483872	0.0006871293103448275	1.0
0.0003584905660377358	0.0002	0.0004070796460176991	0.00022222222222222223	6.666666666666667e-05	0.00046793548387096776	0.000603448275862069	1.0
0.000460188679245283	0.0	0.006043539823008849	0.0	0.00101625	0.00513658064516129	0.0	1.0
0.0011237641509433964	0.0005005	0.010142876106194692	0.0	0.0034701333333333334	0.00792216129032258	0.00013806896551724136	1.0
0.0008324056603773585	0.0	0.012233176991150443	0.0	0.0019607916666666667	0.008599387096774195	0.0	1.0
0.0007447924528301887	0.0	0.006870106194690265	0.0	0.0017544000000000001	0.006340580645161291	0.0005671551724137932	1.0
